Georgia,0.10458318281813386
Michigan,0.07881151466235796
WeberState,0.04856902292868025
HolyCross,0.04359683065738205
TexasChristian,0.04348350946849961
OhioState,0.042122485588239084
Tennessee,0.03167119601580582
Delaware,0.03107899577861751
Alabama,0.025514558998593343
SouthernCalifornia,0.023723410359228335
PennState,0.022331826888390992
KansasState,0.02127976075545565
Clemson,0.020804265186865886
SacramentoState,0.016873517675213546
Utah,0.01666767442116741
Oregon,0.016658237497078333
William& Mary,0.016459548094502174
LouisianaState,0.015144940494976793
Tulane,0.014657019715279116
Washington,0.013912601585883269
OregonState,0.013144404315394261
UCLA,0.012166213428035061
Texas,0.01204742768927339
Troy,0.012003010376519201
FloridaState,0.01193892332491782
IncarnateWord,0.011872398299621674
SouthernIllinois,0.011070686459979884
MississippiState,0.010527288796173368
SouthCarolina,0.009760468140171206
Mississippi,0.009095089560572396
NotreDame,0.008399910890798733
Texas-SanAntonio,0.008082097978527717
SouthAlabama,0.007491534641096254
NorthCarolina State,0.007086491413610472
Kentucky,0.00694277386101992
TexasTech,0.006370922341511515
NorthCarolina,0.005653485284332186
Louisville,0.005533307781719812
Florida,0.005511878361766634
Cincinnati,0.005368962225177491
CentralFlorida,0.005189910419990953
CoastalCarolina,0.0051089608410903415
Syracuse,0.005029904980550143
OklahomaState,0.0046732903586985085
WakeForest,0.0046546560902169555
Arkansas,0.004569852790365646
Pittsburgh,0.004506932713473514
WashingtonState,0.004314041204161717
FresnoState,0.004186837505666188
Maryland,0.004064573587904519
Purdue,0.003988580721025539
Missouri,0.003974406040525181
Kansas,0.003942653911842161
BoiseState,0.0038637847758954988
Marshall,0.00367670794474395
JamesMadison,0.0035851208778033988
Illinois,0.003583821567133761
Auburn,0.003568901665292507
Baylor,0.0035107869674458904
Oklahoma,0.0034315820313499993
SouthernMethodist,0.003247415700724962
BrighamYoung,0.0031063618743041098
Minnesota,0.002769806799991071
AirForce,0.0027149742488963673
Vanderbilt,0.002659975526312089
Houston,0.0026458920646383445
Iowa,0.002527408644330788
Duke,0.0024442543551297727
WestVirginia,0.0024131243389778896
Ohio,0.00234174635010942
EastCarolina,0.0023363985702790804
Arizona,0.0020716713177216413
